ID;Jour;Heure;Mode;Direction;Frequence;Motif_deplacement;Motif_dep_commentaires;Raison_plus_direct_plus_pratique;Raison_plus_agreable;Raison_moins_voiture;Raison_habitude;Raison_autre;Raison_autre_commentaire_libre;Sentiment_securite;Perception_risque_collision_pietons_cyclistes;Confort_rarement_gene_autres_usagers;Confort_lisibilite_positionnement;Perception_tensions;Cohabitation_agreable;Explication_ressenti_raison_1;Explication_ressenti_raison_2;Explication_ressenti_raison_3;Explication_ressenti_raison_4;Explication_ressenti_raison_5;Situations_evitement_axe;Evitement_quand;Evitement_pourquoi;Usagers_genants_cyclistes;Usagers_genants_livreurs_velo;Usagers_genants_pietons;Usagers_genants_trottinettes;Usagers_genants_voitures;Usagers_genants_camionnettes;Usagers_genants_autres;Usagers_genants_autres_commentaire_libre;Qualificatif_1;Qualificatif_2;Qualificatif_3;Genre;Age
P72;29/04/2025;10:35:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;densite frequentation +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;printanier;NA;femme;NA
P73;29/04/2025;10:37:00;pietons;vers corbeau;tous les jours;autre;recuperer son enfant;null;null;null;oui;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;aggresivite cyclistes;comportement derangeant cyclistes;NA;NA;oui;quand il y a du monde;trop frequente;oui;oui;null;null;null;null;oui;livreur palette;stressant;epuisant;fatiguant;femme;NA
P74;29/04/2025;10:40:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;homme;NA
P75;29/04/2025;10:40:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement -;trop de monde en general;vitesse cyclistes;NA;NA;non;NA;NA;null;oui;null;oui;null;null;null;NA;reguliere;pas agreable;bien refait;femme;NA
P76;29/04/2025;10:40:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;oui;null;NA;plutot d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;NA;NA;NA;NA;NA;non;NA;NA;oui;null;null;oui;null;null;null;NA;magique;convivial;rencontre;femme;NA
P77;29/04/2025;10:42:00;pietons;vers corbeau;premiere fois;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;amenagement -;absence de separation;manque de signaletique;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;confus;NA;NA;femme;NA
P78;29/04/2025;10:45:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;conflits/tensions;NA;NA;NA;oui;quand il y a du monde;NA;null;null;null;null;null;null;null;NA;debile;dommage;absurde;homme;NA
P79;29/04/2025;10:45:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;null;null;oui;null;NA;plutot d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;amenagement -;vitesse cyclistes;absence de separation;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;beau;vigilence;femme;NA
P80;29/04/2025;10:49:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;tout a fait d'accord;ne sait pas;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;tranquille;NA;homme;NA
P81;29/04/2025;10:50:00;pietons;vers corbeau;moins souvent;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;sans reponse;comportement -;comportement derangeant cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;mignull;NA;homme;NA
P82;29/04/2025;10:55:00;pietons;sans reponse;tous les jours;activites/loisirs;NA;null;null;oui;null;null;NA;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;beau;serenite;NA;femme;NA
P83;29/04/2025;10:57:00;pietons;vers gallia;moins souvent;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;plutot d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;fluide;NA;femme;NA
P84;29/04/2025;11:00:00;pietons;vers corbeau;toutes les semaines;travail/etudes;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;comportement +;tout le monde se respecte;vitesse cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;beau;agreable;NA;femme;NA
P85;29/04/2025;11:00:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;oui;null;null;null;NA;tout a fait d'accord;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;comportement +;bon equilibre pietons cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;jolie vue;pratique;NA;homme;NA
P86;29/04/2025;11:00:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot pas d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;comportement +;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;stressant;NA;femme;NA
P87;29/04/2025;11:00:00;pietons;vers corbeau;tous les jours;promenade;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;amenagement -;comportement derangeant cyclistes;obstacles amenagement (arbres, bancs…);NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;plaisant;couteux;NA;femme;NA
P88;29/04/2025;11:05:00;pietons;vers corbeau;premiere fois;promenade;NA;null;oui;null;null;null;NA;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;NA;NA;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;jolie vue;calme;attentif;homme;NA
P89;29/04/2025;11:05:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;amenagement +;bon equilibre pietons cyclistes;amenagements bien adaptes;NA;NA;oui;samedi apres-midi;trop frequente;null;null;oui;null;null;null;oui;touristes;agreable;NA;NA;femme;NA
P90;29/04/2025;11:10:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;oui;null;NA;plutot pas d'accord;plutot d'accord;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;manque de respect;agreable;NA;femme;NA
P91;29/04/2025;11:10:00;pietons;vers corbeau;tous les jours;autre;habitation;null;null;null;oui;null;NA;pas du tout d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;inutule;NA;NA;homme;NA
P92;29/04/2025;11:10:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;amenagement -;vitesse livreurs a velo;manque de signaletique;probleme avec les voitures/camionnettes;NA;non;NA;NA;null;null;null;null;null;null;null;NA;vigilent;enerve;optimiste;femme;NA
P93;29/04/2025;11:10:00;pietons;vers gallia;tous les jours;promenade;NA;null;oui;oui;null;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;apaise;securisant;femme;NA
P94;29/04/2025;11:11:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;null;null;null;oui;pour raccompagner son amie;plutot d'accord;plutot d'accord;plutot pas d'accord;pas du tout d'accord;plutot d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;cohue;incomprehensible;rapide;homme;NA
P95;29/04/2025;11:14:00;pietons;sans reponse;toutes les semaines;activites/loisirs;NA;oui;oui;null;null;null;NA;pas du tout d'accord;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;amenagement -;trop de monde en general;absence de separation;NA;NA;non;NA;NA;oui;oui;null;oui;oui;null;null;NA;colore;dangereux;NA;femme;NA
P96;29/04/2025;11:15:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;apaise;vigilence;femme;NA
P97;29/04/2025;11:15:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;tres anime;dangereux;NA;femme;NA
P98;29/04/2025;11:15:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;plutot pas d'accord;densite frequentation -;vitesse livreurs a velo;bon equilibre pietons cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;arbore;NA;femme;NA
P99;29/04/2025;11:16:00;pietons;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;pas du tout d'accord;NA;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;cohue;dangereux;NA;homme;NA
P100;29/04/2025;11:20:00;pietons;vers corbeau;moins souvent;promenade;NA;null;oui;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;comportement +;tout le monde se respecte;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;jolie;agreable;NA;homme;NA
P101;29/04/2025;11:20:00;pietons;vers corbeau;tous les jours;autre;footing;null;oui;null;oui;null;NA;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;amenagement +;espace assez large;tout le monde se respecte;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;adapte;amenag de quali;homme;NA
P102;29/04/2025;11:25:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;dangereux;NA;femme;NA
P103;29/04/2025;11:25:00;pietons;vers gallia;tous les jours;activites/loisirs;NA;null;oui;null;null;null;NA;plutot d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;calme;NA;femme;NA
P104;29/04/2025;11:25:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;NA;NA;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;NA;NA;homme;NA
P105;29/04/2025;11:30:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;comportement derangeant cyclistes;NA;NA;oui;soir;trop frequente;null;null;null;null;null;null;null;NA;colere;peur;gene;femme;NA
P106;29/04/2025;11:30:00;pietons;vers corbeau;premiere fois;promenade;NA;null;null;null;null;oui;pour manger;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;plutot pas d'accord;plutot d'accord;comportement -;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;symbiose;ensoleille;dense;ne sait pas;NA
P107;29/04/2025;11:30:00;pietons;vers gallia;tous les jours;travail/etudes;NA;null;oui;oui;null;null;NA;plutot pas d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;amenagement -;vitesse cyclistes;probleme avec les vehicule electrique (trotinettes,velos);absence de separation;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;attentif;efficace;homme;NA
P108;29/04/2025;11:35:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;null;null;null;null;oui;car c'est pieton;pas du tout d'accord;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;vitesse cyclistes;NA;NA;NA;oui;NA;trop frequente;oui;oui;null;null;null;null;null;NA;magnifique;belle realisation;pb ac cyclistes;femme;NA
P109;29/04/2025;11:40:00;pietons;vers gallia;toutes les semaines;promenade;NA;null;oui;oui;null;null;NA;plutot d'accord;tout a fait d'accord;pas du tout d'accord;tout a fait d'accord;plutot d'accord;ne sait pas;amenagement -;manque d'attention pietons;vitesse livreurs a velo;absence de separation;NA;non;NA;NA;null;null;null;null;null;null;null;NA;dynamique;curieux;dense;ne sait pas;NA
P110;29/04/2025;11:40:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;plutot pas d'accord;plutot pas d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;pas du tout d'accord;amenagement +;espace assez large;amenagements bien adaptes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;beau;NA;NA;femme;NA
P111;29/04/2025;11:40:00;pietons;sans reponse;moins souvent;promenade;NA;null;oui;oui;null;null;NA;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;plutot d'accord;plutot pas d'accord;comportement -;comportement derangeant cyclistes;manque de signaletique;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;vigilent;satisfaisant;NA;homme;NA
P112;29/04/2025;11:41:00;pietons;sans reponse;toutes les semaines;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;pas du tout d'accord;plutot d'accord;plutot d'accord;plutot d'accord;tout a fait d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;pas securise;sympathique;homme;NA
P113;29/04/2025;11:50:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;plutot pas d'accord;plutot d'accord;amenagement -;manque de signaletique;conflits/tensions/peur;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;magnifique;stressant;NA;femme;NA
P114;29/04/2025;11:50:00;pietons;vers gallia;tous les jours;travail/etudes;NA;null;null;null;oui;null;NA;plutot pas d'accord;tout a fait d'accord;plutot pas d'accord;tout a fait d'accord;tout a fait d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;dangereux;vigilence;agreable;femme;NA
P115;29/04/2025;12:00:00;pietons;vers corbeau;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;amenagement -;manque de signaletique;NA;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;dangereux;slalom;manque d'ame;homme;NA
P116;29/04/2025;12:00:00;pietons;vers gallia;premiere fois;promenade;NA;null;null;null;null;oui;tourisme;tout a fait d'accord;tout a fait d'accord;pas du tout d'accord;pas du tout d'accord;pas du tout d'accord;tout a fait d'accord;NA;NA;NA;NA;NA;non-concerne;NA;NA;null;null;null;null;null;null;null;NA;plaisant;propre;securise;femme;NA
P117;29/04/2025;12:00:00;pietons;vers gallia;tous les jours;travail/etudes;NA;oui;null;null;null;null;NA;tout a fait d'accord;plutot d'accord;plutot pas d'accord;plutot d'accord;plutot d'accord;plutot d'accord;amenagement -;absence de separation;NA;NA;NA;non;NA;NA;null;null;null;null;oui;null;null;NA;frais;mouvemente;anime;homme;NA
P118;29/04/2025;12:01:00;pietons;vers corbeau;toutes les semaines;activites/loisirs;NA;null;oui;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;plutot pas d'accord;pas du tout d'accord;comportement -;vitesse livreurs a velo;probleme avec les vehicule electrique (trotinettes,velos);NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;risque;dangereux;agreable;homme;NA
P119;29/04/2025;12:10:00;pietons;vers gallia;tous les jours;promenade;NA;null;oui;null;null;null;NA;plutot pas d'accord;tout a fait d'accord;plutot d'accord;plutot d'accord;plutot d'accord;plutot pas d'accord;comportement -;vitesse cyclistes;manque d'attention pietons;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;attentif;desagreable;NA;femme;NA
P120;29/04/2025;12:10:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;plutot pas d'accord;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;comportement -;conflits/tensions/peur;NA;NA;NA;non;NA;NA;null;null;null;oui;null;null;null;NA;peur;indignation;colere;femme;NA
P121;29/04/2025;12:15:00;pietons;vers corbeau;tous les jours;activites/loisirs;NA;oui;null;null;null;null;NA;pas du tout d'accord;tout a fait d'accord;pas du tout d'accord;ne sait pas;tout a fait d'accord;pas du tout d'accord;comportement -;comportement derangeant cyclistes;conflits/tensions/peur;NA;NA;oui;NA;trop frequente;oui;oui;null;oui;null;null;null;NA;dangereux;null-droit;laxisme;femme;NA
P122;29/04/2025;12:20:00;pietons;vers gallia;toutes les semaines;activites/loisirs;NA;oui;null;null;null;null;NA;plutot d'accord;plutot d'accord;plutot pas d'accord;plutot pas d'accord;plutot pas d'accord;ne sait pas;amenagement -;absence de separation;probleme avec les voitures/camionnettes;NA;NA;non;NA;NA;null;null;null;null;null;null;null;NA;agreable;croisemment;proximite;femme;NA
